"Enc_Id","Enc_Enf_Facility_Id","Enc_Facility_Name","Enc_Board_Id","Enc_Program_Id","Enc_Nov_Number","Enc_Ea_Number","Enc_Reg_Fac_Num","Enc_Pmt_Pc_Num","Enc_Ro_Enf_Rep_Name","Enf_Case_Mgr","DES_REC_CODE","Enc_Action_Id","Enc_Action_Name","Enc_Status_Id","Enc_Status_Name","Enc_Status_Comments","Enc_Severity_Id","Enc_Qncr_YN","Enc_Discovery_Date","Enc_Referral_Date","Enc_Nov_Date","Enc_Meeting_Date","Enc_Draft_Action_Date","Enc_Draft_Release_Date","Enc_Rp_Signature_Date","Enc_Public_Notice_Begins","Enc_Public_Notice_Ends","Enc_Executed_Date","Enc_Terminated_Date","Enc_Increment","Enc_Order_Hyperlink","Enc_Additional_Comments","AAC_ID","Admin_Action_Code_Desc","AAC_ACTIVE_YN","EBD_ID","Borad_Name","EBD_ACTIVE_YN","EAC_ID","EAC_DESCRIPTION","EAC_ACTIVE_YN","ESC_ID","Status_Code_Desc","ESC_ACTIVE_YN","PRG_ID","Program_Name","PRG_ACTIVE_YN","SEV_ID","Severity_Code_Desc","SEV_ACTIVE_YN","ECC_ID","ECC_CASH_CIVIL_CHARGE","ECC_FINAL_SEP_VALUE","ECC_PROPOSED_SEP_VALUE","ESI_DE_CONCURRENCE","ESI_EMERG_PLAN_PREP_YN","ESI_ENVIR_COMPL_PROMO_YN","ESI_ENVIR_REST_PROT_YN","ESI_ID","ESI_POLLU_PREVEN_YN","ESI_POLLU_REDUC_YN","ESI_PUBLIC_HEALTH_YN","ESI_REGION_DIRECTOR_APPR","Sep_Desc","EFC_REGION","COASTAL_ZONE_IND","Enc_Inserted_By","Enc_Changed_By","Enc_Inserted_Date","Enc_Changed_Date","Loaded_Date","Loaded_By"
300000000068,200000000705,"E. I. DuPont de Nemours & Company-Front Royal",3,4,"WS-01-09-VRO-025","VR10-1016","VAD 908 554 539",,"Karen Hensley","K Hensley","VRO",1,"Consent Order",19,"Terminated","File sent to LOV.",,"N",2001-07-26,2001-09-26,2001-09-26,,,,2002-07-09,,,2002-08-26,2010-10-12,,,,1,"IFF","Y",3,"Waste","Y",1,"Consent Order","Y",19,"Terminated","Y",4,"Hazardous Waste","Y",,,,300000000068,1175,3525,3525,,,,,,,,,,,"VRO","N","ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000069,200000000566,"Crewe WWTP",2,12,"NOV-01-10-SCRO-009","BR10-0630",,"VA0020303","G. Marvin Booth","G Booth","WCRO",1,"Consent Order",19,"Terminated","COMPLIANCE TRACKING

ADDITIONAL COMMENTS:
Chronic UDs caused by I & I issues.Continuing violations in '08 & '09. DOE drafting Order w/ civil charge - commented on 11/17/10. Commented on ERP 11/30 & 12/1. Enforcement meeting held on 1/19/11 to present Order. Current discussions from 3/3/11 involve alternative SEP proposed for Town by Town Att'y. Scheduled for termination upon execution of proposed Consent Order to be presented to SWCB on 8/4/11. Superseded by Aug 4, 2011, order.",,"N",,2001-10-15,2001-10-15,,,,2005-01-10,,,2005-03-23,2011-08-04,,,"Chronic UDs caused by I & I issues.Continuing violations in '08 & '09. DOE drafting Order w/ civil charge - commented on 11/17/10. Commented on ERP 11/30 & 12/1. Enforcement meeting held on 1/19/11 to present Order. Current discussions from 3/3/11 involve alternative SEP proposed for Town by Town Att'y. Scheduled for termination upon execution of proposed Consent Order to be presented to SWCB on 8/4/11. Superseded by Aug 4, 2011, order.",1,"IFF","Y",2,"Water","Y",1,"Consent Order","Y",19,"Terminated","Y",12,"VPDES","Y",,,,300000000069,0,0,0,,,,,,,,,,,"BRRO","N","ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000070,200000001830,"Richmond Travel Center",2,12,"01-11-PRO-003","PR01-0015",,"VA0061972","Frank Lupini","F Lupini","PRO",1,"Consent Order",19,"Terminated",,1,"N",2001-11-20,2001-11-20,2001-11-20,2001-12-19,2002-01-14,,2002-05-10,2002-05-16,2002-06-16,2002-10-04,2011-03-18,55,,,1,"IFF","Y",2,"Water","Y",1,"Consent Order","Y",19,"Terminated","Y",12,"VPDES","Y",1,"No","Y",300000000070,0,0,0,,,,,,,,,,,"PRO",,"ENFORCE_DBA",,2011-03-24 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000071,200000002028,"Southampton Correctional Center Farm",2,13,"01-11-TRO-002","TR10-1211",,"IR 2002-T-0503","John Brandt","J Brandt","TRO",4,"ECA",21,"Terminated","This case was unpermitted impacts to 5.5 acres on the Farm.   Monitoring reports were submitted as required.  The restoration site was visited by TRO staff on December 2, 2010 and was observed to be clearly and successfully restored.",,"N",2001-09-17,2001-11-27,2001-11-27,2002-02-07,,,2002-05-13,,,2002-05-24,2010-12-07,11,,,,,,2,"Water","Y",4,"ECA","Y",21,"Terminated","Y",13,"VWPP","Y",,,,300000000071,0,0,0,,,,,,,,,,,"TRO","Y","ENFORCE_DBA",,2010-12-07 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000073,200000000477,"Clover Power Station",2,13,"W2002BRRO","BR10-0707",,"89-1282","G. Marvin Booth","G Booth","WCRO",1,"Consent Order",8,"Effective","COMPLIANCE TRACKING

ADDITIONAL COMMENTS:
CO Consent Order - need to request current compliance status.",,"N",,2002-01-31,2002-01-31,,,,,,,2002-07-12,,,,"CO Consent Order - need to request current compliance status.",1,"IFF","Y",2,"Water","Y",1,"Consent Order","Y",8,"Effective","Y",13,"VWPP","Y",,,,300000000073,0,0,0,,,,,,,,,,,"BRRO","N","ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000074,200000001491,"Mount Jackson STP",2,12,"W2002-02-V-0001","VR02-0201",,"VA0026441","Steven Hetrick","S Hetrick",,1,"Consent Order",19,"Terminated",,1,"N",,2002-02-19,2002-02-19,,,,,,,2003-01-07,2010-04-23,,,,1,"IFF","Y",2,"Water","Y",1,"Consent Order","Y",19,"Terminated","Y",12,"VPDES","Y",1,"No","Y",300000000074,3500,0,0,,,,,,,,,,,"VRO","N","ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000075,200000000421,"Chase City Sanitary Landfill - SWP #025",3,9,"NOV-02-03-SCRO-008","BR10-0463",,"SWP 025","Jerry Ford","J Ford","WCRO",1,"Consent Order",19,"Terminated","01/31/2011-Order superseded and terminated with issuance of 2011 Order.",,"N",,,2002-03-14,,,,,,,2003-12-22,2011-01-31,,,,1,"IFF","Y",3,"Waste","Y",1,"Consent Order","Y",19,"Terminated","Y",9,"Solid Waste","Y",,,,300000000075,0,0,0,,,,,,,,,,,"BRRO","N","ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000076,200000000662,"Dominion - Chesterfield Power Station",2,12,"LOA040802","PR02-0004",,"VA0004146","Frank Lupini","F Lupini","PRO",2,"LOA",20,"Terminated",,1,"N",2002-04-08,2002-04-08,2002-04-08,,2002-04-29,2002-05-10,2002-05-14,,,2002-05-14,2003-10-30,45,,,2,"IFF/1186","Y",2,"Water","Y",2,"LOA","Y",20,"Terminated","Y",12,"VPDES","Y",1,"No","Y",300000000076,0,0,0,,,,,,,,,,,"PRO","Y","ENFORCE_DBA",,2010-11-18 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000077,200000001553,"Norfolk Southern Patterson Avenue USWMF",3,9,"USWMFNS03","BR10-0230",,,"Robert Steele","R Steele","WCRO",5,"Amd. Consent Order",11,"Effective","Amended 12/17/97 order to incorporate all future groundwater modules by approval by DEQ without futher amendment of the Order

ADDITIONAL COMMENTS:
Post-closure care order",,"N",,,2002-04-16,,,,2002-04-23,,2002-05-28,2002-05-29,,,,"Post-closure care order",,,,3,"Waste","Y",5,"Amd. Consent Order","Y",11,"Effective","Y",9,"Solid Waste","Y",,,,300000000077,0,0,0,,,,,,,,,,,"BRRO","N","ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000038,200000001473,"Modular Wood Systems, Inc.",3,9,"MW2","BR10-0235",,,"Robert Steele","R Steele","WCRO",1,"Consent Order",19,"Terminated",,,"N",,,1999-08-04,,,,2000-08-03,2000-08-09,2000-09-08,2000-09-11,2010-02-12,,,,1,"IFF","Y",3,"Waste","Y",1,"Consent Order","Y",19,"Terminated","Y",9,"Solid Waste","Y",,,,300000000038,11000,0,0,,,,,,,,,,,"BRRO","N","ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000041,200000002317,"Wampler Foods, Inc.",2,12,"00-01-VRO-006","VR11-0830",,,"Steven Hetrick","S Hetrick",,2,"LOA",20,"Terminated",,,"N",,2000-02-18,2000-02-18,,,,2000-06-23,,,2000-06-23,2001-07-10,30,,,2,"IFF/1186","Y",2,"Water","Y",2,"LOA","Y",20,"Terminated","Y",12,"VPDES","Y",,,,300000000041,0,0,0,,,,,,,,,,,"VRO","N","ENFORCE_DBA",,2011-08-29 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000078,200000001023,"Henrico County WRF",2,12,"W2002-04-P-0002","PR06-1112",,"VA0063690","Frank Lupini","F Lupini","PRO",5,"Amd. Consent Order",22,"Terminated",,1,"N",2006-11-12,2006-11-12,2002-04-16,2006-11-21,2007-03-20,,,,,2007-09-28,2010-12-17,,,,,,,2,"Water","Y",5,"Amd. Consent Order","Y",22,"Terminated","Y",12,"VPDES","Y",1,"No","Y",300000000078,25500,0,0,,,,,,,,,,,"PRO","Y","ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
3e+11,200000001648,"Peck Unpermitted Landfill",3,9,"PRONoNOV5","PR88-0201",,,"Frank Lupini","J Reynolds","PRO",5,"Amd. Consent Order",11,"Effective","Must remain open until the landfill stops generating leachate.",1,"N",1988-02-01,1988-02-01,1988-02-01,,,,,,,1999-03-12,,,,,,,,3,"Waste","Y",5,"Amd. Consent Order","Y",11,"Effective","Y",9,"Solid Waste","Y",1,"No","Y",3e+11,0,0,0,,,,,,,,,,,"PRO","Y","ENFORCE_DBA","JDREYNOLDS",2010-10-28 00:00:00,2021-11-17 10:40:09,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000001,200000000466,"City of Norfolk 37th Street Water Treatment :Plant",2,,"VA0006289","TR12-0326",,"VA0006289","John Brandt","J Brandt","TRO",1,"Consent Order",19,"Terminated",,,"N",1988-02-19,1988-02-19,1988-02-19,,,,1988-09-12,,,1988-09-12,1994-03-21,26,,,1,"IFF","Y",2,"Water","Y",1,"Consent Order","Y",19,"Terminated","Y",,,,,,,300000000001,0,0,0,,,,,,,,,,,"TRO","Y","ENFORCE_DBA","JMBRANDT",2012-03-29 00:00:00,2019-02-24 20:14:08,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000002,200000000590,"Cyprus Foote Mineral - Sunbright Site",3,5,"SWRO-2-89-452","SW98-1004",,"VA0052655","Ralph Hilt","R Hilt","SWRO",1,"Consent Order",19,"Terminated","Termination Letter mailed 03/22/2010, with termination effective 04/22/2010.

ADDITIONAL COMMENTS:
Cyprus Foote Mineral Company is now Chemetall Foote Corporation.  Civil charge paid 10/23/1998.  Appendices A and B of this new Order superceded the provisions and schedules of the previous Order amendment executed 09/26/1994.  DEQ and Chemetall Foote Corporation now in discussions regarding possible termination of this Order.  Termination Letter mailed 03/22/2010, with termination effective 04/22/2010.",,"N",1989-02-23,1989-02-23,1989-02-23,1998-04-09,,1998-05-12,1998-06-09,1998-07-06,1998-08-06,1998-10-09,2010-04-22,,,"Cyprus Foote Mineral Company is now Chemetall Foote Corporation.  Civil charge paid 10/23/1998.  Appendices A and B of this new Order superceded the provisions and schedules of the previous Order amendment executed 09/26/1994.  DEQ and Chemetall Foote Corporation now in discussions regarding possible termination of this Order.  Termination Letter mailed 03/22/2010, with termination effective 04/22/2010.",1,"IFF","Y",3,"Waste","Y",1,"Consent Order","Y",19,"Terminated","Y",5,"Multimedia","Y",,,,300000000002,6000,0,0,,,,,,,,,,,"SWRO",,"ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000003,200000001079,"Hosier Road Landfill",3,9,"SWP 310","TR11-0513",,"310","Robin Schuhmann","R Schuhmann",,5,"Amd. Consent Order",22,"Terminated","Order regarding post-closure care of the 1968 landfill.",,"N",1989-06-29,1989-06-29,1989-06-29,,,,,,,1989-06-29,2011-05-20,13,,,,,,3,"Waste","Y",5,"Amd. Consent Order","Y",22,"Terminated","Y",9,"Solid Waste","Y",,,,300000000003,0,0,0,,,,,,,,,,,"TRO","Y","ENFORCE_DBA",,2011-05-19 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000004,200000002282,"Virginia Design Packaging",2,12,"91-02-TRO-001","TR11-0344",,,"John Brandt","J Brandt","TRO",1,"Consent Order",19,"Terminated","Discharge of oil to state waters.  Investigative costs of $1,592.61 and civil charge of $3,407.39.",,"N",1991-01-16,1991-02-22,1991-02-22,,,,,1991-06-26,1991-07-25,1991-09-24,1992-09-21,44,,,1,"IFF","Y",2,"Water","Y",1,"Consent Order","Y",19,"Terminated","Y",12,"VPDES","Y",,,,300000000004,0,0,0,,,,,,,,,,,"TRO","Y","ENFORCE_DBA",,2011-03-17 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000006,200000002012,"Smithfield Foods, Inc.",2,12,"VA0059005","TR13-0314",,"VA0059005","John Brandt","J Brandt","TRO",1,"Consent Order",19,"Terminated","This was an old case found in TRO files that was placed into the ETD to generate an EA number for ECM entry since the previous VPDES Individual permit number VA0059005 was not recognizable to ECM from CEDS (the permit number was terminated prior to CEDS).",,"N",1986-05-13,1986-05-13,1991-05-09,,,,1991-03-25,,,1991-05-09,1999-03-11,14,,,1,"IFF","Y",2,"Water","Y",1,"Consent Order","Y",19,"Terminated","Y",12,"VPDES","Y",,,,300000000006,0,0,0,,,,,,,,,,,"TRO","Y","ENFORCE_DBA",,2013-03-18 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000007,200000002324,"Warren Hydro Power Station",2,13,"92-05-VRO-037","VR11-0615",,,"Karen Hensley","K Hensley","VRO",3,"Informal RTC",3,"Case Closed (Other)",,,"N",,1992-05-01,1992-05-01,,,,,,,,1992-08-19,15,,,3,"Formal Hearing","Y",2,"Water","Y",3,"Informal RTC","Y",3,"Case Closed (Other)","Y",13,"VWPP","Y",,,,300000000007,0,0,0,,,,,,,,,,,"VRO","N","ENFORCE_DBA",,2011-06-20 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000008,200000001599,"Olan Hott Property",2,13,"92-12-VRO-030","VR15-0902",,,"Karen Hensley","K Hensley","VRO",1,"Consent Order",19,"Terminated",,,"N",1992-07-23,1992-12-16,1992-12-16,,,,,,,1993-10-12,1995-03-08,2,,,1,"IFF","Y",2,"Water","Y",1,"Consent Order","Y",19,"Terminated","Y",13,"VWPP","Y",,,,300000000008,0,0,0,,,,,,,,,,,"VRO","N","ENFORCE_DBA",,2015-09-01 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000043,200000001187,"Joe C. Shaner & Sons, Inc.",1,1,"00-04-VRO-201",,,,"David Robinett","D Robinett","PRO",2,"LOA",20,"Terminated",,,"N",,2000-04-17,2000-04-17,,,,2000-08-16,,,2000-08-16,2001-08-16,50,,,2,"IFF/1186","Y",1,"Air","Y",2,"LOA","Y",20,"Terminated","Y",1,"Air","Y",,,,300000000043,0,0,0,,,,,,,,,,,"VRO","N","ENFORCE_DBA",,2011-09-19 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000244,200000001709,"Pre Con, Inc.",1,1,"PR123","PR05-0652","51028",,"Daniel Grinnell","D Grinnell","PRO",1,"Consent Order",19,"Terminated",,1,"N",2005-02-28,2005-06-06,2005-06-06,,,,2005-11-08,,,2005-11-09,2006-01-19,,,,1,"IFF","Y",1,"Air","Y",1,"Consent Order","Y",19,"Terminated","Y",1,"Air","Y",1,"No","Y",300000000244,27700,0,0,,,,,,,,,,,"PRO",,"ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000262,200000001620,"PMIG 1014 LLC (Crown VA 28)",2,10,"PR117","PR05-0854","4001678","4001678","SK",,,2,"LOA",20,"Terminated",,1,"N",,2005-08-04,2005-08-04,,,,2005-09-29,,,2005-09-29,2005-09-29,,,,2,"IFF/1186","Y",2,"Water","Y",2,"LOA","Y",20,"Terminated","Y",10,"UST","Y",1,"No","Y",300000000262,,0,0,,,,,,,,,,,"PRO",,"ENFORCE_DBA",,2010-10-28 00:00:00,,2022-02-09 02:56:38,"CEDS_PUBLIC"
300000000005,200000001714,"Prillaman Chemical Corporation",2,12,"TRO 02-20","TR10-0412",,"IW-ND-719","John Brandt","J Brandt","TRO",1,"Consent Order",19,"Effective","Search in ECM under Case ID 19900706
February 15, 1991 Order required corrective action;
November 30, 1992 Order required corrective action, a $6,000 civil charge;
May 2, 1997 Order required corrective action and superceded and cancelled the 11/30/1992 Order.
Originally the facility was subject to Industrial Waste No-Discharge Certificate IW-ND-719 issued January 23, 1978.
The facility was covered by VPA01010 permit issued June 8, 1990 and expired on June 8, 2000.
Property interred into the Voluntary Remediation Program Site #00755 by DEQ letter dated August 16, 2019.
Termination of the order based upon substantial compliance with the CAP and subsequent entry into the VRP.
Termination memo signed August 19, 2018.  The Prillaman Special Order had a condition of termination after 30 days written notice.  The closure letter was dated August 19, 2019.",,"N",,1991-04-10,1991-04-10,,,,,,,1997-05-02,2019-09-18,,,,1,"IFF","Y",2,"Water","Y",1,"Consent Order","Y",19,"Terminated","Y",12,"VPDES","Y",,,,300000000005,6000,0,0,,,,,,,,,,,"TRO","Y","ENFORCE_DBA","JMBRANDT",2010-10-28 00:00:00,2019-08-19 16:43:16,2022-02-09 02:56:38,"CEDS_PUBLIC"
